provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P02923,Donald Taylor,City_123,PA,41.3033,-77.0945,Pediatrics,Gastroenterology,Primary Care,1,165.81,56,3.91,0.79,TRUE,FALSE,In-network,320,TRUE,Pace-Bishop Hospital,3.84,North,(689)644-4689,"5063 Bradley Ranch, City_123, PA 92931"
P02924,Robert Smith,City_124,MI,44.4648,-85.4524,Ophthalmology,Cardiology,Specialty Care,21,288.16,40,4.71,0.31,FALSE,TRUE,In-network,484,FALSE,"Wallace, Carter and Carpenter Hospital",4.03,West,(246)304-9082x8217,"4022 Jessica Throughway Apt. 312, City_124, MI 39834"
P02925,Michelle Meyers,City_125,PA,41.4033,-76.9945,Ophthalmology,Urology,Specialty Care,21,302.64,15,1.85,0.07,FALSE,TRUE,In-network,151,TRUE,Davis-Jenkins Hospital,1.15,South,(444)303-6444x45053,"55721 Nicholas Manor, City_125, PA 72791"
P02926,Susan Hess,City_126,WA,48.0011,-120.4901,Cardiology,Orthopedics,Specialty Care,31,900.89,57,3.59,0.15,FALSE,TRUE,In-network,475,TRUE,Mosley-Diaz Hospital,4.04,North,001-331-537-3979,"5209 Calhoun Common Suite 180, City_126, WA 53762"
P02927,Danielle Rodriguez,City_127,NV,39.1026,-116.1194,Orthopedics,Dermatology,Surgical,21,872.2,13,2.21,0.35,TRUE,FALSE,Out-of-network,219,TRUE,Kim PLC Hospital,3.38,East,(438)466-1722x904,"780 Heather Cliffs Apt. 543, City_127, NV 12678"
P02928,Jason Wallace,City_128,OH,40.7673,-82.5571,Orthopedics,Pediatrics,Surgical,29,922.49,59,4.99,0.18,TRUE,FALSE,Out-of-network,399,FALSE,Pratt-Wilson Hospital,4.11,East,+1-231-879-5956x5900,"778 Lindsay Lights Suite 457, City_128, OH 62935"
P02929,Paula Morse,City_129,OH,40.8173,-82.5071,General Practice,Pediatrics,Primary Care,39,153.69,56,4.13,0.66,TRUE,TRUE,Out-of-network,159,FALSE,"Thomas, Taylor and Evans Hospital",1.91,South,993-334-6168x3158,"24791 Ramos Views Suite 924, City_129, OH 61461"
P02930,John French,City_130,IL,41.0831,-88.9485,Urology,Pediatrics,Specialty Care,39,673.73,31,2.62,0.53,TRUE,FALSE,Out-of-network,219,TRUE,Anderson-Sullivan Hospital,4.64,West,+1-629-329-4647x9454,"19372 Joel Glen Apt. 469, City_130, IL 37408"
P02931,Harry Sanchez,City_131,AZ,34.0489,-111.0937,Gastroenterology,Urology,Specialty Care,17,657.63,36,4.3,0.39,FALSE,FALSE,Out-of-network,386,FALSE,Reynolds Group Hospital,2.88,South,816-261-4024x6736,"55061 Pittman Parks Suite 690, City_131, AZ 59622"
P02932,Jordan Grant,City_132,IL,40.6831,-89.3485,Cardiology,Neurology,Specialty Care,6,802.03,52,1.45,0.63,TRUE,FALSE,In-network,388,TRUE,"Vincent, Alexander and Williams Hospital",1.92,South,+1-201-385-7381x1004,"96995 Smith Villages Apt. 360, City_132, IL 56228"
P02933,Erik White,City_133,CA,36.8783,-119.3179,Orthopedics,Cardiology,Surgical,7,781.59,18,2.27,0.29,TRUE,TRUE,Out-of-network,474,TRUE,"Bridges, Sampson and Martin Hospital",2.65,West,+1-222-498-7463x9096,"3618 Michael Trail, City_133, CA 55513"
P02934,Misty Baldwin,City_134,NC,35.9096,-78.8693,Dermatology,Orthopedics,Specialty Care,1,279.5,31,4.24,0.52,TRUE,TRUE,In-network,244,FALSE,Mccormick PLC Hospital,4.6,East,+1-277-530-1428x10621,"052 Diaz Fords Suite 223, City_134, NC 30130"
P02935,Christopher Cabrera,City_135,IL,40.8331,-89.1985,Gastroenterology,Psychiatry,Specialty Care,37,735.13,32,2.59,0.82,FALSE,FALSE,Out-of-network,240,TRUE,Tyler-Simmons Hospital,1.76,West,628-867-5761x12159,"286 Lisa Hill Suite 488, City_135, IL 87882"
P02936,Jesus Callahan,City_136,WA,48.0011,-120.4901,Pediatrics,Urology,Primary Care,35,223.04,25,1.6,0.33,FALSE,FALSE,Out-of-network,86,FALSE,"Rose, Nielsen and Chavez Hospital",4.02,East,001-735-262-8378x947,"3457 Martinez Crest, City_136, WA 81097"
P02937,Christopher Mueller,City_137,NY,43.5994,-73.9179,Urology,Urology,Specialty Care,38,616.26,17,4.6,0.55,TRUE,FALSE,In-network,438,FALSE,Porter-Morgan Hospital,4.01,South,+1-520-710-9604x3395,"2518 Murphy Parks Suite 418, City_137, NY 36080"
P02938,Bradley Hall,City_138,MA,42.7572,-71.0324,Gastroenterology,Psychiatry,Specialty Care,3,592.55,34,4.94,0.35,TRUE,TRUE,In-network,249,FALSE,Allen-Lindsey Hospital,3.56,West,251-468-1846,"894 Jackson Road, City_138, MA 37707"
P02939,Gary Farmer,City_139,MI,44.7148,-85.2024,Ophthalmology,Pediatrics,Specialty Care,25,292.7,47,2.45,0.89,FALSE,FALSE,In-network,63,TRUE,Lopez-Williams Hospital,3.35,South,001-609-950-9479x630,"8564 Jerry Radial, City_139, MI 58093"
P02940,Kelly Brown,City_140,NV,39.2526,-115.9694,Ophthalmology,Ophthalmology,Specialty Care,26,312.69,44,3.13,0.73,TRUE,FALSE,Out-of-network,160,FALSE,"King, Andrews and Garza Hospital",4.73,West,9889401787,"133 Morgan Highway Suite 543, City_140, NV 91480"
P02941,Michael Jones,City_141,TX,31.9686,-99.9018,Pediatrics,Gastroenterology,Primary Care,1,169.51,43,2.83,0.93,TRUE,TRUE,In-network,392,TRUE,"Gutierrez, Douglas and Sutton Hospital",2.57,South,867.851.1048,"6202 James Parks Suite 115, City_141, TX 29577"
P02942,Marcia Paul,City_142,CO,39.6001,-105.7321,Dermatology,Urology,Specialty Care,2,297.21,47,3.58,0.14,TRUE,FALSE,Out-of-network,357,TRUE,Jackson-Ellis Hospital,2.59,North,001-586-937-9002x36106,"105 Johnson Mews Suite 814, City_142, CO 00733"
P02943,Harry Sanchez,City_143,TX,32.0686,-99.8018,Endocrinology,Pediatrics,Specialty Care,12,587.03,21,2,0.82,FALSE,FALSE,In-network,125,FALSE,Gonzalez-Harris Hospital,1.47,East,301.399.9181x61635,"53918 Jones Vista Suite 201, City_143, TX 78673"
P02944,Joseph Gonzalez,City_144,NV,38.9526,-116.2694,ENT,Psychiatry,Specialty Care,3,317.88,22,3.24,0.81,TRUE,TRUE,In-network,470,TRUE,Brown LLC Hospital,3.03,East,-10234,"44159 Payne Estates Apt. 200, City_144, NV 15027"
P02945,David Hall,City_145,FL,28.1944,-81.5603,Cardiology,Ophthalmology,Specialty Care,28,878.01,60,2.75,0.07,FALSE,TRUE,In-network,331,FALSE,West-Kennedy Hospital,3.06,West,001-377-625-6023x9499,"894 Daniel Mills, City_145, FL 86876"
P02946,Lindsay Krause,City_146,MI,44.5648,-85.3524,Neurology,Neurology,Specialty Care,17,666.95,56,4.25,0.11,TRUE,FALSE,In-network,246,TRUE,Martin-Martin Hospital,1.59,North,(896)955-5126,"370 Melton Bridge Apt. 986, City_146, MI 80148"
P02947,Andrew Roberts,City_147,NC,36.0596,-78.7193,ENT,ENT,Specialty Care,17,365.14,56,2.42,0.19,FALSE,FALSE,Out-of-network,283,TRUE,Johnson Group Hospital,2.07,West,001-478-414-2321x967,"46808 Jesus Centers Suite 375, City_147, NC 68989"
P02948,Sheila Kelly,City_148,NY,43.6494,-73.8679,Ophthalmology,Endocrinology,Specialty Care,30,313.73,48,2.26,0.62,FALSE,TRUE,In-network,495,TRUE,"Tucker, Hawkins and Hernandez Hospital",4.41,East,621-366-4461,"6837 Ross Mountains Suite 384, City_148, NY 46186"
P02949,Juan Mckinney,City_149,WA,48.1511,-120.3401,Pediatrics,Gastroenterology,Primary Care,35,191.97,20,4.7,0.93,TRUE,TRUE,Out-of-network,486,TRUE,Colon Ltd Hospital,4,South,001-501-675-8149x590,"8888 Gregory Mountain Apt. 076, City_149, WA 32162"
P02950,Christine Reed,City_150,AZ,34.4989,-110.6437,Orthopedics,Endocrinology,Surgical,29,862.05,7,1.08,0.98,TRUE,FALSE,Out-of-network,378,TRUE,Simmons-Jones Hospital,4.16,East,001-426-273-3538x45651,"008 Young Circles, City_150, AZ 86470"
P02951,Jacob Shields,City_151,GA,32.1656,-82.9001,Dermatology,Urology,Specialty Care,25,366.41,23,3.53,0.83,FALSE,FALSE,Out-of-network,204,FALSE,Butler-Haley Hospital,3.55,South,(571)802-4298,"9024 Denise Mount, City_151, GA 59649"
P02952,Hannah Hicks,City_152,MA,42.4572,-71.3324,Dermatology,Cardiology,Specialty Care,17,340.66,15,2.49,0.45,FALSE,FALSE,In-network,159,TRUE,Nelson Ltd Hospital,2.06,South,001-216-604-2237x619,"2344 Butler Knolls, City_152, MA 28746"
P02953,Vanessa Ayala,City_153,MI,44.4148,-85.5024,Orthopedics,General Practice,Surgical,38,1001.86,19,4.11,0.84,TRUE,FALSE,Out-of-network,357,TRUE,"Valencia, Dunlap and Olson Hospital",3.46,West,001-674-469-3031x3191,"06926 Haley Prairie Apt. 096, City_153, MI 26868"
P02954,Vincent Leonard,City_154,PA,41.3533,-77.0445,Dermatology,Dermatology,Specialty Care,16,343.86,29,1.14,0.68,FALSE,FALSE,In-network,455,FALSE,Tucker-Thompson Hospital,2.28,South,001-770-251-3051x55534,"7664 Carey Rue Apt. 557, City_154, PA 03039"
P02955,Melissa Johnson,City_155,CO,39.7501,-105.5821,Endocrinology,Dermatology,Specialty Care,14,694.58,60,4.45,0.34,FALSE,FALSE,Out-of-network,345,FALSE,"Romero, Nguyen and Hernandez Hospital",3.36,North,427.879.8912x06058,"162 Guzman Haven, City_155, CO 07187"
P02956,Joseph Larsen Jr.,City_156,IL,40.8831,-89.1485,Neurology,ENT,Specialty Care,22,788.63,34,2.6,0.51,TRUE,FALSE,Out-of-network,455,TRUE,Newman-Mendoza Hospital,4.13,East,946-968-5498,"09503 Brown Ports, City_156, IL 14327"
P02957,James Williams,City_157,NY,43.5994,-73.9179,Pediatrics,Dermatology,Primary Care,21,187.1,44,1.42,0.64,FALSE,FALSE,In-network,196,FALSE,Coleman LLC Hospital,1.32,East,9466444982,"0457 Tammy Islands, City_157, NY 58279"
P02958,Jamie Garcia,City_158,CO,39.9001,-105.4321,Endocrinology,Dermatology,Specialty Care,32,736.39,53,4.08,0.33,FALSE,FALSE,Out-of-network,443,FALSE,"Lee, Hernandez and Adams Hospital",2.95,East,823-252-8447,"10873 Ramsey Flat, City_158, CO 34754"
P02959,Edward Mccoy,City_159,NV,39.2026,-116.0194,Cardiology,Dermatology,Specialty Care,22,853.64,55,4,0.41,FALSE,FALSE,In-network,140,FALSE,"West, Pratt and Jackson Hospital",3.71,North,6117790966,"9546 Tracy Throughway, City_159, NV 20371"
P02960,Tina Hughes,City_160,OH,40.8673,-82.4571,ENT,Gastroenterology,Specialty Care,36,380.89,43,2.79,0.63,FALSE,TRUE,In-network,314,TRUE,"King, Anderson and Johnson Hospital",2.72,West,919.421.7093x35449,"5819 Buckley Knoll, City_160, OH 77147"
P02961,Kimberly Smith,City_161,CA,36.7783,-119.4179,Neurology,Dermatology,Specialty Care,12,652.71,8,3.16,0.22,TRUE,TRUE,Out-of-network,257,TRUE,Miller Ltd Hospital,3.33,South,692-777-4083,"261 Alexander Lodge Apt. 938, City_161, CA 91524"
P02962,Michelle Mitchell,City_162,OH,40.4673,-82.8571,General Practice,Cardiology,Primary Care,29,124.64,11,2.95,0.72,TRUE,TRUE,In-network,189,FALSE,"Moreno, Wright and Owens Hospital",3.47,South,(824)212-8845,"05343 Smith Streets, City_162, OH 44377"
P02963,William Bruce,City_163,CA,36.8783,-119.3179,Gastroenterology,Ophthalmology,Specialty Care,40,793.46,28,4.1,0.17,TRUE,TRUE,In-network,199,TRUE,"Wiley, Owen and Lee Hospital",4.83,South,001-830-603-7064,"5789 Charles Stravenue, City_163, CA 43240"
P02964,Jeremiah Moore,City_164,FL,28.1444,-81.6103,Psychiatry,Pediatrics,Specialty Care,6,420.18,15,3.67,0.57,FALSE,FALSE,Out-of-network,162,TRUE,"Hayes, Rodriguez and Foster Hospital",2.12,East,268-955-5164x882,"0385 Peter Pine Apt. 161, City_164, FL 97390"
P02965,Dan Austin,City_165,IL,40.8331,-89.1985,ENT,Dermatology,Specialty Care,14,359.02,41,1.31,0.39,FALSE,TRUE,Out-of-network,271,TRUE,"Patel, Brady and Pace Hospital",1.95,East,(692)322-3724,"8793 Baldwin Islands Suite 592, City_165, IL 00960"
P02966,Brian Weaver,City_166,NC,36.0096,-78.7693,Dermatology,ENT,Specialty Care,7,284.16,15,2.24,0.78,TRUE,FALSE,In-network,167,FALSE,Hernandez and Sons Hospital,3.73,West,657.526.9607x8170,"30803 Curtis Flat Apt. 114, City_166, NC 92842"
P02967,Erin Ross,City_167,NV,39.1026,-116.1194,Orthopedics,Orthopedics,Surgical,7,834.3,46,1.95,0.44,FALSE,FALSE,In-network,131,TRUE,Castro PLC Hospital,3.17,North,970.342.7171x66201,"84859 Alexander Freeway Apt. 765, City_167, NV 27105"
P02968,Erin Shea,City_168,CO,39.9001,-105.4321,Urology,Urology,Specialty Care,23,627,39,2.25,0.56,TRUE,TRUE,In-network,160,TRUE,"Pacheco, Harris and Cummings Hospital",3.68,West,930.843.6031x84905,"56852 Terri Burgs, City_168, CO 54777"
P02969,Kevin Walters,City_169,CA,37.1783,-119.0179,Pediatrics,Orthopedics,Primary Care,20,182.94,59,3.29,0.82,TRUE,TRUE,In-network,118,TRUE,Medina Group Hospital,1.94,West,3256095526,"8365 Brent Vista, City_169, CA 24325"
P02970,Cathy Campbell,City_170,GA,32.6156,-82.4501,Neurology,Orthopedics,Specialty Care,12,759.2,54,1.67,0.76,FALSE,TRUE,In-network,500,FALSE,"Rios, Sherman and Smith Hospital",1.43,West,001-800-986-9009x99955,"7005 Murray Crossroad Suite 645, City_170, GA 13571"
P02971,Robert Reynolds,City_171,AZ,34.0489,-111.0937,Gastroenterology,Cardiology,Specialty Care,34,687.59,44,2.11,0.38,FALSE,FALSE,In-network,53,FALSE,Willis-Nielsen Hospital,1.16,East,996.681.8150,"79969 Daniels Divide Apt. 922, City_171, AZ 76774"
P02972,Jonathan Stephens,City_172,TX,32.0186,-99.8518,Gastroenterology,Psychiatry,Specialty Care,14,687.71,45,4.88,0.25,FALSE,FALSE,In-network,354,FALSE,"Spencer, Zuniga and Rogers Hospital",4.58,West,910-205-5720x36520,"18015 Cordova Estate Suite 419, City_172, TX 52025"
P02973,Jason Robinson,City_173,CA,36.8783,-119.3179,Orthopedics,General Practice,Surgical,34,887.4,28,1.23,0.82,TRUE,FALSE,Out-of-network,471,TRUE,Garcia-Calhoun Hospital,3.48,East,543-347-3877,"686 Wyatt Wells Suite 198, City_173, CA 34160"
P02974,Brett Morris,City_174,TX,32.1186,-99.7518,Orthopedics,Urology,Surgical,27,817.48,43,3.83,0.13,FALSE,FALSE,Out-of-network,299,TRUE,"Glenn, Williams and Casey Hospital",3.8,West,629.557.1841,"190 Kevin Locks, City_174, TX 48600"
P02975,Laura Brown,City_175,GA,32.3656,-82.7001,Gastroenterology,ENT,Specialty Care,25,754.21,51,4.14,0.2,TRUE,FALSE,Out-of-network,484,FALSE,Maldonado-Johnson Hospital,3.51,North,+1-474-582-1589x9493,"2548 Alec Coves, City_175, GA 69189"
P02976,Sheila Orozco,City_176,MA,42.6572,-71.1324,Cardiology,Dermatology,Specialty Care,37,858.81,57,3.26,0.13,FALSE,FALSE,In-network,455,TRUE,Williams-Todd Hospital,2.64,East,001-330-485-6374x354,"709 Andrade Manors Apt. 500, City_176, MA 65911"
P02977,Vanessa Jones,City_177,TX,32.2686,-99.6018,Dermatology,Gastroenterology,Specialty Care,7,297.33,29,4.59,0.26,FALSE,FALSE,Out-of-network,473,FALSE,"Brown, Nelson and Jones Hospital",3.36,North,+1-423-682-9947x4948,"704 Miller Mount, City_177, TX 38446"
P02978,Anthony Neal MD,City_178,MA,42.7572,-71.0324,Cardiology,Psychiatry,Specialty Care,14,724.4,31,3.95,0.95,FALSE,TRUE,In-network,117,FALSE,"Davis, Clark and Wood Hospital",4.51,North,001-966-456-0398x08032,"7041 Key Shoals Suite 623, City_178, MA 16334"
P02979,Mary Brown,City_179,TX,32.3686,-99.5018,Ophthalmology,Psychiatry,Specialty Care,37,320.28,49,4.78,0.69,TRUE,FALSE,In-network,165,TRUE,Peters Group Hospital,4.02,North,267-454-7345x863,"9761 Smith Pike Suite 672, City_179, TX 08584"
P02980,Madison Rhodes,City_180,CA,37.2283,-118.9679,Urology,Orthopedics,Specialty Care,7,619.57,51,3.93,0.91,FALSE,TRUE,In-network,297,FALSE,Baker-Medina Hospital,4.34,South,810-989-5832x4201,"8834 Brown Unions, City_180, CA 87775"
P02981,Michael Harris,City_181,NC,35.7596,-79.0193,Cardiology,General Practice,Specialty Care,8,781.36,36,1.4,0.72,FALSE,TRUE,In-network,303,TRUE,"Day, Alexander and Kim Hospital",3.98,North,001-803-287-2191x27687,"922 Matthew Harbor, City_181, NC 04357"
P02982,Anthony Conrad,City_182,NV,38.8526,-116.3694,ENT,Urology,Specialty Care,25,385.6,11,4.91,0.73,FALSE,TRUE,Out-of-network,56,TRUE,Henderson and Sons Hospital,3.75,South,6996472787,"35254 Clark Circles Apt. 541, City_182, NV 79444"
P02983,Elizabeth Wood,City_183,PA,41.3033,-77.0945,Neurology,Neurology,Specialty Care,39,878.19,39,4.94,0.07,TRUE,TRUE,In-network,207,FALSE,Jones Group Hospital,3.29,East,001-384-377-8716x01197,"9263 Erik Walk Suite 871, City_183, PA 32030"
P02984,Kristen Lee,City_184,GA,32.3156,-82.7501,Cardiology,Dermatology,Specialty Care,14,866.18,56,1.01,0.25,TRUE,FALSE,In-network,224,FALSE,Park Group Hospital,3.46,West,(551)657-7183x3535,"648 Linda Forge, City_184, GA 71752"
P02985,Brandon Brown,City_185,MA,42.6072,-71.1824,Cardiology,Neurology,Specialty Care,38,869.71,41,1.3,0.94,TRUE,TRUE,Out-of-network,164,FALSE,"Ramirez, Romero and Alvarez Hospital",3.83,East,-7550,"259 Tucker Estate Apt. 152, City_185, MA 26082"
P02986,Cassandra Charles,City_186,FL,28.2444,-81.5103,Orthopedics,Urology,Surgical,39,1031.72,48,2.23,0.38,TRUE,FALSE,Out-of-network,192,TRUE,"Cooke, Bridges and Richardson Hospital",1.46,West,001-697-934-2556x523,"9490 Thomas Island Apt. 212, City_186, FL 16168"
P02987,Kristin Murray,City_187,PA,41.5033,-76.8945,Endocrinology,Endocrinology,Specialty Care,33,672.52,36,2.83,0.01,TRUE,FALSE,Out-of-network,392,FALSE,Davidson-Case Hospital,2.96,East,001-736-627-0133x081,"663 Stanley Harbors, City_187, PA 90889"
P02988,Henry Jones,City_188,NC,36.1096,-78.6693,Orthopedics,Dermatology,Surgical,2,803.23,36,4.62,0,FALSE,FALSE,In-network,304,TRUE,"Lynn, Edwards and Paul Hospital",3.94,West,(633)647-7485,"0627 Kristin Stream, City_188, NC 32235"
P02989,Nathaniel Wagner,City_189,NY,43.6994,-73.8179,Neurology,Dermatology,Specialty Care,33,832.76,34,3.27,0.36,TRUE,FALSE,In-network,410,TRUE,Lopez-Walker Hospital,2.74,East,247-615-0748,"0594 Oliver Points, City_189, NY 87564"
P02990,Nathan Krause,City_190,CA,37.2283,-118.9679,Orthopedics,Ophthalmology,Surgical,26,881.8,57,4.91,0.61,FALSE,FALSE,In-network,96,TRUE,"Bautista, Allen and Richmond Hospital",3,East,(873)261-2973,"25701 Nicole Shores, City_190, CA 80809"
P02991,Ethan Love,City_191,OH,40.4173,-82.9071,Endocrinology,Endocrinology,Specialty Care,27,690.19,13,1.33,0.89,TRUE,FALSE,In-network,79,FALSE,"Greer, Taylor and Hicks Hospital",3.38,North,(716)527-2675,"432 Cook Falls Suite 657, City_191, OH 40180"
P02992,Craig Lawrence,City_192,MI,44.3648,-85.5524,Urology,Endocrinology,Specialty Care,10,652.74,49,2.68,0.59,FALSE,TRUE,In-network,63,FALSE,Jones-Moran Hospital,4.38,North,280.255.3335,"6080 Adams Lakes Suite 951, City_192, MI 75722"
P02993,Tina Wilson,City_193,WA,47.8511,-120.6401,Orthopedics,Orthopedics,Surgical,5,793.3,34,2.81,0.07,TRUE,FALSE,Out-of-network,459,TRUE,Lin-Knight Hospital,4.2,North,(569)203-6793x595,"3033 Kayla Tunnel, City_193, WA 58096"
P02994,Nicole Barron,City_194,OH,40.5673,-82.7571,Urology,Urology,Specialty Care,32,654.16,13,3.61,0.56,FALSE,FALSE,In-network,230,TRUE,Fisher-Roberts Hospital,1.94,South,001-511-529-2178x397,"017 Wiggins Lights Apt. 092, City_194, OH 43985"
P02995,Brian Watts,City_195,CA,36.9783,-119.2179,ENT,Urology,Specialty Care,23,344.43,11,4.23,0.49,TRUE,TRUE,In-network,200,TRUE,"Smith, Hart and Weaver Hospital",4.5,South,925.901.0727x579,"2591 Rogers Trafficway Suite 608, City_195, CA 53230"
P02996,Fred Santos,City_196,AZ,34.2989,-110.8437,ENT,Dermatology,Specialty Care,38,376.1,46,2.43,0.19,TRUE,TRUE,In-network,388,FALSE,Walton Group Hospital,4.69,South,749-606-2808,"0085 Kent Island, City_196, AZ 83218"
P02997,Paul Werner,City_197,CO,39.8501,-105.4821,Gastroenterology,Psychiatry,Specialty Care,6,620.93,56,2.47,0.44,FALSE,FALSE,Out-of-network,489,FALSE,Gordon Inc Hospital,1.41,East,589-259-6986,"3760 Sandoval Bridge, City_197, CO 74296"
P02998,Wayne Johnson,City_198,IL,40.9831,-89.0485,Orthopedics,Neurology,Surgical,22,869.24,6,4.78,0.04,FALSE,TRUE,In-network,341,TRUE,"Woodward, Gray and Oliver Hospital",3.53,North,(455)202-4606x50756,"80761 Adams Mountain Apt. 070, City_198, IL 09447"
P02999,Christopher Chavez,City_199,OH,40.8173,-82.5071,Dermatology,Orthopedics,Specialty Care,21,330.18,50,2.91,0.17,FALSE,TRUE,Out-of-network,366,TRUE,Moran-Crawford Hospital,4.13,West,909.239.6934x4213,"7876 Berg Pike Apt. 237, City_199, OH 47860"
P03000,Justin King,City_200,PA,41.6533,-76.7445,Cardiology,Cardiology,Specialty Care,19,818.94,8,4.53,0.98,TRUE,FALSE,In-network,95,FALSE,"Ramsey, Barber and Patel Hospital",4.86,East,761-988-9654,"5585 Guzman Tunnel Suite 815, City_200, PA 93338"
P03001,Mr. George Morgan,City_1,PA,41.2033,-77.1945,Cardiology,Ophthalmology,Specialty Care,2,804.04,55,2.26,0.74,TRUE,TRUE,Out-of-network,178,FALSE,Guzman-Phillips Hospital,3.64,West,932.683.7105x604,"8531 Shaw Club Suite 191, City_1, PA 57323"
P03002,Peter Cooper,City_2,WA,47.8011,-120.6901,Ophthalmology,Gastroenterology,Specialty Care,31,312.84,57,4.85,0.12,TRUE,FALSE,In-network,256,FALSE,Miller Group Hospital,2.28,West,001-960-307-5018x5659,"80868 Booker Garden, City_2, WA 52710"
P03003,Robert Peterson,City_3,GA,32.2656,-82.8001,Neurology,Psychiatry,Specialty Care,11,695.41,14,2.94,0.89,FALSE,TRUE,Out-of-network,180,FALSE,Lopez-Carroll Hospital,1.62,West,-10035,"8761 Theresa Burg, City_3, GA 76515"
P03004,Brandon Webster,City_4,WA,47.9011,-120.5901,ENT,Endocrinology,Specialty Care,40,422.24,49,2.73,0.62,FALSE,TRUE,Out-of-network,439,TRUE,"Lee, Irwin and Ramirez Hospital",3.47,North,778.765.9518x57903,"15853 Ryan Expressway Suite 172, City_4, WA 05431"
P03005,Patricia Williamson,City_5,NC,35.9596,-78.8193,Gastroenterology,Gastroenterology,Specialty Care,34,714.52,52,1.41,0.39,TRUE,FALSE,Out-of-network,176,TRUE,Bauer-Ward Hospital,1.47,South,942.349.8665,"2305 Dawn Flats, City_5, NC 54305"
P03006,Jon Crawford,City_6,GA,32.4156,-82.6501,Endocrinology,Urology,Specialty Care,39,705.78,35,3.96,0.84,TRUE,TRUE,In-network,170,FALSE,Gallagher Group Hospital,2.34,East,+1-470-794-7363x3294,"9687 Shelby Estate, City_6, GA 25346"
P03007,Shannon Mills,City_7,CO,39.8501,-105.4821,Neurology,Dermatology,Specialty Care,23,802.66,55,4.38,0.04,TRUE,TRUE,In-network,381,TRUE,Spencer-Johnson Hospital,3.96,West,(885)680-0174x0491,"932 Chris Turnpike, City_7, CO 68596"
P03008,Michele Sanders,City_8,CA,37.1283,-119.0679,Gastroenterology,Gastroenterology,Specialty Care,23,762.6,58,1.2,0.7,FALSE,TRUE,Out-of-network,452,TRUE,"Robinson, Thompson and Hendrix Hospital",2.97,West,-1502,"4607 Franklin Mills, City_8, CA 19706"
P03009,Sharon Glenn,City_9,FL,28.3944,-81.3603,Gastroenterology,Endocrinology,Specialty Care,20,665.06,58,4.76,0.19,TRUE,FALSE,Out-of-network,192,TRUE,Ramirez-Gonzalez Hospital,2.12,North,001-774-298-5528x160,"8715 Jean Station, City_9, FL 49133"
P03010,Cody Cook,City_10,CA,37.2283,-118.9679,Gastroenterology,Urology,Specialty Care,32,694.43,31,2.4,0.58,FALSE,FALSE,Out-of-network,456,FALSE,Cunningham PLC Hospital,3.49,South,5756437076,"781 Day Centers, City_10, CA 10483"
P03011,Rebecca King,City_11,WA,47.7511,-120.7401,Dermatology,Pediatrics,Specialty Care,8,321.21,33,1.85,0.34,TRUE,FALSE,Out-of-network,414,FALSE,"Green, Garrett and Hernandez Hospital",4.85,West,-3723,"10341 Ryan Grove, City_11, WA 18103"
P03012,Dr. Monica Scott,City_12,NC,35.8096,-78.9693,Ophthalmology,Urology,Specialty Care,6,287.96,28,2.3,0.13,FALSE,FALSE,In-network,356,TRUE,"Andrade, Love and Liu Hospital",4.62,South,+1-534-442-9687x6567,"45618 Angela Dam Suite 349, City_12, NC 94415"
P03013,Nathan Green,City_13,WA,47.8511,-120.6401,Urology,Orthopedics,Specialty Care,23,677.23,45,1.5,0.53,FALSE,FALSE,Out-of-network,119,FALSE,Ferguson Ltd Hospital,2.44,North,001-560-658-1295x430,"03659 Lopez Villages, City_13, WA 55494"
P03014,Bradley Villarreal,City_14,WA,47.9011,-120.5901,Ophthalmology,Ophthalmology,Specialty Care,33,298.36,49,1.41,0.47,TRUE,TRUE,In-network,195,TRUE,"Tucker, Figueroa and Mcgrath Hospital",3.59,West,770-375-4616,"369 Sarah Prairie, City_14, WA 38952"
P03015,Erin Villarreal,City_15,PA,41.4033,-76.9945,Gastroenterology,Neurology,Specialty Care,1,637.02,51,1.57,0.09,TRUE,TRUE,Out-of-network,95,FALSE,"White, Moore and Richards Hospital",2.83,North,626.749.6235x44038,"68940 Castro Squares Apt. 276, City_15, PA 14255"
P03016,Mark Miller,City_16,NY,43.5494,-73.9679,Ophthalmology,Endocrinology,Specialty Care,6,274.5,19,3.15,0.16,TRUE,FALSE,In-network,286,TRUE,Hall-Calhoun Hospital,2.49,North,+1-527-943-3567x416,"76829 Walter Lakes Apt. 606, City_16, NY 76225"
P03017,Kelly Adams,City_17,CA,37.0783,-119.1179,Pediatrics,General Practice,Primary Care,2,181.21,22,1.58,0.17,TRUE,TRUE,Out-of-network,156,FALSE,Williams Ltd Hospital,4.23,South,001-809-428-1900,"761 Michael Expressway, City_17, CA 74663"
P03018,Rachel Williams,City_18,MI,44.6648,-85.2524,ENT,Neurology,Specialty Care,26,385.08,45,4.49,0.86,TRUE,TRUE,In-network,344,TRUE,Morgan Group Hospital,2.32,East,6463512248,"72899 Tyler Bypass Apt. 118, City_18, MI 87276"
